"HETER_GROUP","REC_PARENT","FORMED_GEN","NOTE_AA_text","QPM_ZN_DONOR","Reference","SOWDATE","YEARCODE","ACCNAME","HARVDATE","PRODSEASON","PRODLOC","PLOTS_IN_TRIAL","ACTION","LNAME","PED","Group Source Preferred Name","Group Source GID","Method Code","Male Parent Preferred Name","Immediate Source Name","Immediate Source GID","Male Parent GID","Units","Lots","Location","Available","Creation Date","Method Group","Method Number","PreferredID","Breeding Method Name","Female Parent Preferred Name","Preferred Name","Location Abbr","GroupID","Cross","GUID","Female Parent GID","GID"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-72","20210325","2020C","centro","A330/A348","cross","BCKX1U599","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-72","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-72","CE","0","X1G02U00002/X1G03U00008","2QEDGlopPYevX","228","4763"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-1","20210325","2020C","centro","A331/A349","cross","BCKX1U600","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-73","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-1","CE","0","X1G02U00002/X1G03U00008","2QEDGVFB8XJa1","228","4764"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-2","20210325","2020C","centro","A331/A349","cross","BCKX1U601","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-74","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-2","CE","0","X1G02U00002/X1G03U00008","2QEDGRLMUuE7l","228","4765"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-3","20210325","2020C","centro","A331/A349","cross","BCKX1U602","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-75","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-3","CE","0","X1G02U00002/X1G03U00008","2QEDGt0ORPXic","228","4766"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-4","20210325","2020C","centro","A331/A349","cross","BCKX1U603","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-76","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-4","CE","0","X1G02U00002/X1G04U00002","2QEDGjNbedfU2","228","4767"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-5","20210325","2020C","centro","A331/A349","cross","BCKX1U604","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-77","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-5","CE","0","X1G02U00002/X1G04U00002","2QEDGs6tHfqVM","228","4768"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-6","20210325","2020C","centro","A331/A349","cross","BCKX1U605","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-78","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-6","CE","0","X1G02U00002/X1G04U00002","2QEDGKFnwdp7z","228","4769"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-7","20210325","2020C","centro","A331/A349","cross","BCKX1U606","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-79","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-7","CE","0","X1G02U00002/X1G04U00002","2QEDGFN8FFcnT","228","4770"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-8","20210325","2020C","centro","A331/A349","cross","BCKX1U607","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-80","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-8","CE","0","X1G02U00002/X1G04U00002","2QEDGASAo0Rgr","228","4771"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-9","20210325","2020C","centro","A331/A349","cross","BCKX1U608","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-81","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-9","CE","0","X1G02U00002/X1G04U00002","2QEDGwExf1MbZ","228","4772"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-10","20210325","2020C","centro","A331/A349","cross","BCKX1U609","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-82","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-10","CE","0","X1G02U00002/X1G04U00002","2QEDGkxCZvDAM","228","4773"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-11","20210325","2020C","centro","A331/A349","cross","BCKX1U610","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-83","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-11","CE","0","X1G02U00002/X1G04U00002","2QEDG5S5O9c1z","228","4774"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-12","20210325","2020C","centro","A331/A349","cross","BCKX1U611","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-84","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-12","CE","0","X1G02U00002/X1G04U00002","2QEDG2KVYu8vz","228","4775"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-13","20210325","2020C","centro","A331/A349","cross","BCKX1U612","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-85","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-13","CE","0","X1G02U00002/X1G04U00002","2QEDGGVViRGqw","228","4776"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-14","20210325","2020C","centro","A331/A349","cross","BCKX1U613","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-86","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-14","CE","0","X1G02U00002/X1G04U00002","2QEDG3xd2VM7l","228","4777"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-15","20210325","2020C","centro","A331/A349","cross","BCKX1U614","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-87","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-15","CE","0","X1G02U00002/X1G04U00002","2QEDGpkNlk2w5","228","4778"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-16","20210325","2020C","centro","A331/A349","cross","BCKX1U615","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-88","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-16","CE","0","X1G02U00002/X1G04U00002","2QEDG0VetRVOH","228","4779"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-17","20210325","2020C","centro","A331/A349","cross","BCKX1U616","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-89","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-17","CE","0","X1G02U00002/X1G04U00002","2QEDGs4XNVBGB","228","4780"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-18","20210325","2020C","centro","A331/A349","cross","BCKX1U617","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-90","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-18","CE","0","X1G02U00002/X1G04U00002","2QEDGUuHQMkC6","228","4781"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-19","20210325","2020C","centro","A331/A349","cross","BCKX1U618","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-91","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-19","CE","0","X1G02U00002/X1G04U00002","2QEDGSYwrsnxq","228","4782"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-20","20210325","2020C","centro","A331/A349","cross","BCKX1U619","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-92","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-20","CE","0","X1G02U00002/X1G04U00002","2QEDG7Jtz8fhI","228","4783"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-21","20210325","2020C","centro","A331/A349","cross","BCKX1U620","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-93","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-21","CE","0","X1G02U00002/X1G04U00002","2QEDGIClSfkCd","228","4784"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-22","20210325","2020C","centro","A331/A349","cross","BCKX1U621","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-94","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-22","CE","0","X1G02U00002/X1G04U00002","2QEDGE1TyT0w2","228","4785"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-23","20210325","2020C","centro","A331/A349","cross","BCKX1U622","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-95","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-23","CE","0","X1G02U00002/X1G04U00002","2QEDG917q4jcW","228","4786"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-24","20210325","2020C","centro","A331/A349","cross","BCKX1U623","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-96","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-24","CE","0","X1G02U00002/X1G04U00002","2QEDGEbVTttu9","228","4787"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-25","20210325","2020C","centro","A331/A349","cross","BCKX1U624","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-97","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-25","CE","0","X1G02U00002/X1G04U00002","2QEDG5yxnvp4M","228","4788"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-26","20210325","2020C","centro","A331/A349","cross","BCKX1U625","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-98","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-26","CE","0","X1G02U00002/X1G04U00002","2QEDGl2ztwGrQ","228","4789"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-27","20210325","2020C","centro","A331/A349","cross","BCKX1U626","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-99","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-27","CE","0","X1G02U00002/X1G04U00002","2QEDGpJhE1mmY","228","4790"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-28","20210325","2020C","centro","A331/A349","cross","BCKX1U627","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-100","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-28","CE","0","X1G02U00002/X1G04U00002","2QEDGNHLiNBmx","228","4791"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-29","20210325","2020C","centro","A331/A349","cross","BCKX1U628","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-101","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-29","CE","0","X1G02U00002/X1G04U00002","2QEDGVhatTLCa","228","4792"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-30","20210325","2020C","centro","A331/A349","cross","BCKX1U629","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-102","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-30","CE","0","X1G02U00002/X1G04U00002","2QEDGprqf6kRf","228","4793"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-31","20210325","2020C","centro","A331/A349","cross","BCKX1U630","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-103","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-31","CE","0","X1G02U00002/X1G04U00002","2QEDG3UWXqzix","228","4794"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-32","20210325","2020C","centro","A331/A349","cross","BCKX1U631","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-104","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-32","CE","0","X1G02U00002/X1G04U00002","2QEDGME6x8api","228","4795"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-33","20210325","2020C","centro","A331/A349","cross","BCKX1U632","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-105","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-33","CE","0","X1G02U00002/X1G04U00002","2QEDGUHM0v2BD","228","4796"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-34","20210325","2020C","centro","A331/A349","cross","BCKX1U633","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-106","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-34","CE","0","X1G02U00002/X1G04U00002","2QEDGFpWy9SI0","228","4797"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-35","20210325","2020C","centro","A331/A349","cross","BCKX1U634","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-107","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-35","CE","0","X1G02U00002/X1G04U00002","2QEDGgoxH9yZp","228","4798"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-36","20210325","2020C","centro","A331/A349","cross","BCKX1U635","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-108","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-36","CE","0","X1G02U00002/X1G04U00002","2QEDGsiESmPBl","228","4799"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-37","20210325","2020C","centro","A331/A349","cross","BCKX1U636","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-109","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-37","CE","0","X1G02U00002/X1G04U00002","2QEDGbFK3x2h9","228","4800"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-38","20210325","2020C","centro","A331/A349","cross","BCKX1U637","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-110","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-38","CE","0","X1G02U00002/X1G04U00002","2QEDGbdjiVhY7","228","4801"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-39","20210325","2020C","centro","A331/A349","cross","BCKX1U638","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-111","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-39","CE","0","X1G02U00002/X1G04U00002","2QEDGhd8T38iM","228","4802"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-40","20210325","2020C","centro","A331/A349","cross","BCKX1U639","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-112","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-40","CE","0","X1G02U00002/X1G04U00002","2QEDGLrJzRQi6","228","4803"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-41","20210325","2020C","centro","A331/A349","cross","BCKX1U640","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-113","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-41","CE","0","X1G02U00002/X1G04U00002","2QEDGZ37vjggr","228","4804"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A","X1G05U00002-42","20210325","2020C","centro","A331/A349","cross","BCKX1U641","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-114","-","-","BCR","X1G04U00002","-","-","3707","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00002-42","CE","0","X1G02U00002/X1G04U00002","2QEDGi2szJe7I","228","4805"
